!!SBtab TableType="Quantity" Version="0.1" Level="1.0"  TableName="Jiang Data"											
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mean	!Std	!Unit	!pH	!Temperature	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!Reference
equilibrium constant	v35	nan	0	nan	nan	nan	nan	nan	R00115	nan	NIST
equilibrium constant	v35	nan	0	nan	nan	nan	nan	nan	R00115	nan	NIST
equilibrium constant	v35	nan	0	nan	nan	nan	nan	nan	R00115	nan	NIST
equilibrium constant	v35	nan	0	nan	nan	nan	nan	nan	R00115	nan	NIST
equilibrium constant	v35	nan	0	nan	nan	nan	nan	nan	R00115	nan	NIST
concentration of enzyme	v1	nan	21100	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00299	nan	yeastGFP
concentration of enzyme	v1	nan	40800	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00299	nan	yeastGFP
concentration of enzyme	v1	nan	114000	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00299	nan	yeastGFP
inhibitory constant	v1	Cit_cyt	0.2	nan	mM	nan	nan	Aspergillus niger	R00299	C00158	Brenda
inhibitory constant	v1	AMP	0	nan	mM	nan	303.2	Entamoeba histolytica	R00299	C00020	Brenda
inhibitory constant	v1	AMP	0	nan	mM	nan	303.2	Entamoeba histolytica	R00299	C00020	Brenda
inhibitory constant	v1	F6P	0.9	nan	mM	8.1	303.2	Bubalus bubalis	R00299	C00085	Brenda
inhibitory constant	v1	Pi	17.9	nan	mM	8.1	303.2	Bubalus bubalis	R00299	C00009	Brenda
inhibitory constant	v1	Pi	33	nan	mM	7.2	310.2	Homo sapiens	R00299	C00009	Brenda
inhibitory constant	v1	Pi	35	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	6	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	5.3	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	17	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	18	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	15	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	13	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	Pi	60	nan	mM	nan	nan	Rattus norvegicus	R00299	C00009	Brenda
inhibitory constant	v1	F6P	0.5	nan	mM	7.2	303.2	Sus scrofa	R00299	C00085	Brenda
inhibitory constant	v1	PEP	8	nan	mM	7.2	303.2	Sus scrofa	R00299	C00074	Brenda
inhibitory constant	v1	Pi	7.8	nan	mM	7.2	303.2	Sus scrofa	R00299	C00009	Brenda
equilibrium constant	v1	nan	123	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	1310	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	139	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	154	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	172	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	186	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	193	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	203	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	205	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	222	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	230	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	245	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	249	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	277	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	286	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	300	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	304	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	340	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	430	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	618	nan	nan	nan	nan	nan	R00299	nan	NIST
equilibrium constant	v1	nan	88	nan	nan	nan	nan	nan	R00299	nan	NIST
concentration of enzyme	v9	nan	9970	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R01699	nan	yeastGFP
concentration of enzyme	v9	nan	100000	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R01699	nan	yeastGFP
inhibitory constant	v9	nan	0.3	nan	mM	nan	nan	Saccharomyces pastorianus	R01699	C00048	Brenda
inhibitory constant	v9	NADH	0	nan	mM	nan	nan	Ricinus communis	R01699	C00004	Brenda
inhibitory constant	v9	Acetyl_CoA	0	nan	mM	nan	nan	Ricinus communis	R01699	C00024	Brenda
inhibitory constant	v9	Pyr	31	nan	mM	nan	nan	Azotobacter vinelandii	R01699	C00022	Brenda
inhibitory constant	v9	Pyr	37	nan	mM	nan	nan	Azotobacter vinelandii	R01699	C00022	Brenda
inhibitory constant	v9	Pyr	0	nan	mM	nan	nan	nan	R01699	C00022	Brenda
inhibitory constant	v9	Pyr	1	nan	mM	nan	nan	nan	R01699	C00022	Brenda
inhibitory constant	v9	Pyr	0	nan	mM	nan	nan	nan	R01699	C00022	Brenda
inhibitory constant	v9	Pyr	0	nan	mM	nan	nan	nan	R01699	C00022	Brenda
inhibitory constant	v9	Cit_cyt	8.6	nan	mM	nan	nan	Sus scrofa	R01699	C00158	Brenda
concentration of enzyme	v12	nan	10500	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00709	nan	yeastGFP
concentration of enzyme	v12	nan	43100	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00709	nan	yeastGFP
substrate catalytic rate constant	v12	NADP_p	21.3	nan	1/s	9	303.2	nan	R00709	C00006	Brenda
inhibitory constant	v12	NADPH	0.3	nan	mM	7.5	nan	nan	R00709	C00005	Brenda
inhibitory constant	v12	NADH	0.2	nan	mM	7.5	nan	nan	R00709	C00004	Brenda
inhibitory constant	v12	NADH	0.1	nan	mM	7.4	298.2	Yarrowia lipolytica	R00709	C00004	Brenda
Michaelis constant	v12	NAD_p	0.2	nan	mM	7.5	nan	nan	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	0.1	nan	mM	7.5	nan	nan	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0.3	nan	mM	nan	nan	nan	R00709	C00003	Brenda
Michaelis constant	v12	NAD_p	0.3	nan	mM	nan	nan	Pseudomonas sp.	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	0	nan	mM	nan	nan	Cupriavidus necator	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0.3	nan	mM	nan	nan	Cupriavidus necator	R00709	C00003	Brenda
Michaelis constant	v12	NAD_p	0.1	nan	mM	7.4	298.2	Yarrowia lipolytica	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	0.6	nan	mM	7.4	298.2	Yarrowia lipolytica	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0.2	nan	mM	9	303.2	nan	R00709	C00003	Brenda
Michaelis constant	v12	NADP_p	6.6	nan	mM	9	303.2	nan	R00709	C00006	Brenda
Michaelis constant	v12	NADP_p	0	nan	mM	nan	nan	Escherichia coli	R00709	C00006	Brenda
Michaelis constant	v12	NADP_p	5.8	nan	mM	nan	nan	Escherichia coli	R00709	C00006	Brenda
Michaelis constant	v12	NAD_p	4.7	nan	mM	nan	nan	Escherichia coli	R00709	C00003	Brenda
Michaelis constant	v12	NAD_p	0.1	nan	mM	nan	nan	Escherichia coli	R00709	C00003	Brenda
Michaelis constant	v12	NAD_p	0	nan	mM	7.2	298.2	Homo sapiens	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	2	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	IsoCit	0.9	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	IsoCit	2.2	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0	nan	mM	7.2	298.2	Homo sapiens	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	1.8	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	IsoCit	0.3	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	IsoCit	0.8	nan	mM	nan	298.2	Homo sapiens	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0.1	nan	mM	7.2	298.2	Homo sapiens	R00709	C00003	Brenda
Michaelis constant	v12	IsoCit	0.1	nan	mM	nan	nan	Saccharomyces cerevisiae	R00709	C00311	Brenda
Michaelis constant	v12	IsoCit	0.5	nan	mM	nan	nan	Bos taurus	R00709	C00311	Brenda
Michaelis constant	v12	NAD_p	0.1	nan	mM	nan	nan	Bos taurus	R00709	C00003	Brenda
concentration of enzyme	v25	nan	19300	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	10100	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	4490	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	4550	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	5590	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	6140	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	39900	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
concentration of enzyme	v25	nan	35700	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02161	nan	yeastGFP
substrate catalytic rate constant	v25	nan	3.3	nan	1/s	nan	nan	Saccharomyces cerevisiae	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	3.7	nan	1/s	nan	nan	Saccharomyces cerevisiae	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	66.7	nan	1/s	nan	nan	Bos taurus	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	0.3	nan	1/s	nan	nan	Neurospora crassa	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	1.1	nan	1/s	nan	nan	Rhodobacter capsulatus	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	0.8	nan	1/s	nan	nan	Bacillus sp.	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	3.9	nan	1/s	nan	nan	Rhodospirillum rubrum	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	1.3	nan	1/s	nan	nan	Rhodospirillum rubrum	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	0.1	nan	1/s	nan	nan	Rhodobacter sphaeroides	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	2.1	nan	1/s	nan	nan	Rhodobacter sphaeroides	R02161	C02021	Brenda
substrate catalytic rate constant	v25	nan	82	nan	1/s	nan	nan	Saccharomyces cerevisiae	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	10.3	nan	1/s	nan	nan	Bos taurus	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	13.3	nan	1/s	nan	nan	Bos taurus	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	10.2	nan	1/s	nan	nan	Bos taurus	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	25	nan	1/s	nan	nan	Bos taurus	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	7.8	nan	1/s	nan	nan	Paracoccus denitrificans	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	8.3	nan	1/s	nan	nan	Paracoccus denitrificans	R02161	C00524	Brenda
substrate catalytic rate constant	v25	nan	25	nan	1/s	nan	nan	Rhodobacter sphaeroides	R02161	C00524	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Saccharomyces cerevisiae	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Saccharomyces cerevisiae	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Bos taurus	R02161	C00390	Brenda
Michaelis constant	v25	nan	0	nan	mM	nan	nan	Bos taurus	R02161	C00524	Brenda
Michaelis constant	v25	QH2	0	nan	mM	7.4	298.2	Bos taurus	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Bos taurus	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Bos taurus	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0.1	nan	mM	7.2	298.2	Bos taurus	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0.1	nan	mM	nan	nan	Rhodopseudomonas palustris	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Helianthus tuberosus	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Rhodobacter sphaeroides	R02161	C00390	Brenda
Michaelis constant	v25	QH2	0	nan	mM	nan	nan	Homo sapiens	R02161	C00390	Brenda
concentration of enzyme	v15	nan	18400	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00432	nan	yeastGFP
equilibrium constant	v15	nan	0.5	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.5	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.5	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.6	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.6	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.6	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.7	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.7	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.7	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.8	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.8	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	0.8	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.3	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.5	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.6	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.7	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.7	nan	nan	nan	nan	nan	R00432	nan	NIST
equilibrium constant	v15	nan	1.7	nan	nan	nan	nan	nan	R00432	nan	NIST
inhibitory constant	v7	PYR_cyt	57	nan	mM	7.5	nan	Plasmodium falciparum	R00703	C00022	Brenda
inhibitory constant	v7	PYR_cyt	66	nan	mM	7.5	nan	Plasmodium berghei	R00703	C00022	Brenda
inhibitory constant	v7	PYR_cyt	1.6	nan	mM	7	277.2	Gadus morhua	R00703	C00022	Brenda
inhibitory constant	v7	NADPH	0.4	nan	mM	nan	nan	Thermoanaerobacter ethanolicus	R00703	C00005	Brenda
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
equilibrium constant	v7	nan	0	nan	nan	nan	nan	nan	R00703	nan	NIST
concentration of enzyme	v16	nan	7920	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02164	nan	yeastGFP
concentration of enzyme	v16	nan	9540	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02164	nan	yeastGFP
concentration of enzyme	v16	nan	238	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02164	nan	yeastGFP
concentration of enzyme	v16	nan	10400	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R02164	nan	yeastGFP
product catalytic rate constant	v16	nan	20	nan	1/s	nan	nan	Wolinella succinogenes	R02164	C00122	Brenda
product catalytic rate constant	v16	nan	133	nan	1/s	nan	nan	Wolinella succinogenes	R02164	C00122	Brenda
substrate catalytic rate constant	v16	nan	0.3	nan	1/s	nan	nan	Bos taurus	R02164	C00497	Brenda
substrate catalytic rate constant	v16	Mal	0.1	nan	1/s	nan	nan	Bos taurus	R02164	C00149	Brenda
substrate catalytic rate constant	v16	nan	3.6	nan	1/s	nan	295.2	Saccharomyces cerevisiae	R02164	C15494	Brenda
substrate catalytic rate constant	v16	nan	60	nan	1/s	nan	295.2	Saccharomyces cerevisiae	R02164	C15494	Brenda
inhibitory constant	v16	Fum	0	nan	mM	nan	nan	Bos taurus	R02164	C00122	Brenda
inhibitory constant	v16	OXA	0	nan	mM	nan	nan	Bos taurus	R02164	C00036	Brenda
inhibitory constant	v16	OXA	0	nan	mM	nan	nan	Glycine max	R02164	C00036	Brenda
inhibitory constant	v16	OXA	0	nan	mM	nan	nan	Vigna radiata	R02164	C00036	Brenda
inhibitory constant	v16	QH2	0	nan	mM	nan	nan	Escherichia coli	R02164	C00390	Brenda
substrate catalytic rate constant	v16	nan	28.3	nan	1/s	nan	nan	Bos taurus	R02164	C00042	Brenda
substrate catalytic rate constant	v16	nan	167	nan	1/s	nan	nan	Bos taurus	R02164	C00399	Brenda
substrate catalytic rate constant	v16	nan	83.3	nan	1/s	nan	nan	Bos taurus	R02164	C00042	Brenda
substrate catalytic rate constant	v16	nan	10	nan	1/s	nan	nan	Paracoccus denitrificans	R02164	C00042	Brenda
substrate catalytic rate constant	v16	nan	260	nan	1/s	nan	nan	Paracoccus denitrificans	R02164	C00042	Brenda
substrate catalytic rate constant	v16	nan	13	nan	1/s	nan	nan	Wolinella succinogenes	R02164	C00042	Brenda
substrate catalytic rate constant	v16	nan	90	nan	1/s	nan	nan	Escherichia coli	R02164	C00042	Brenda
Michaelis constant	v16	Suc	0	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Suc	0.1	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Suc	0.3	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Bos taurus	R02164	C00399	Brenda
Michaelis constant	v16	Suc	0	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Fum	0	nan	mM	nan	nan	Bos taurus	R02164	C00122	Brenda
Michaelis constant	v16	Mal	2.2	nan	mM	nan	nan	Bos taurus	R02164	C00149	Brenda
Michaelis constant	v16	Fum	0.2	nan	mM	nan	nan	Bos taurus	R02164	C00122	Brenda
Michaelis constant	v16	nan	1.5	nan	mM	nan	nan	Bos taurus	R02164	C00497	Brenda
Michaelis constant	v16	Suc	1.5	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Suc	0.1	nan	mM	nan	nan	Bos taurus	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Paracoccus denitrificans	R02164	C00399	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Paracoccus denitrificans	R02164	C00399	Brenda
Michaelis constant	v16	Suc	0.3	nan	mM	nan	nan	Paracoccus denitrificans	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Ascaris suum	R02164	C00399	Brenda
Michaelis constant	v16	Fum	0.1	nan	mM	nan	nan	Ascaris suum	R02164	C00122	Brenda
Michaelis constant	v16	Suc	0.6	nan	mM	nan	nan	Ascaris suum	R02164	C00042	Brenda
Michaelis constant	v16	Suc	0.2	nan	mM	nan	nan	Ascaris suum	R02164	C00042	Brenda
Michaelis constant	v16	Fum	0.5	nan	mM	nan	nan	Ascaris suum	R02164	C00122	Brenda
Michaelis constant	v16	Fum	2.2	nan	mM	nan	nan	Helicobacter pylori	R02164	C00122	Brenda
Michaelis constant	v16	Fum	0.8	nan	mM	nan	nan	Helicobacter pylori	R02164	C00122	Brenda
Michaelis constant	v16	Suc	0.2	nan	mM	nan	nan	Rhodospirillum rubrum	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Sulfolobus sp.	R02164	C00399	Brenda
Michaelis constant	v16	Suc	0.3	nan	mM	nan	nan	Sulfolobus sp.	R02164	C00042	Brenda
Michaelis constant	v16	Fum	0.4	nan	mM	nan	nan	Wolinella succinogenes	R02164	C00122	Brenda
Michaelis constant	v16	Suc	0	nan	mM	nan	nan	Desulfobulbus elongatus	R02164	C00042	Brenda
Michaelis constant	v16	Fum	0	nan	mM	nan	nan	Desulfobulbus elongatus	R02164	C00122	Brenda
Michaelis constant	v16	Suc	0	nan	mM	7.8	303.2	Escherichia coli	R02164	C00042	Brenda
Michaelis constant	v16	Suc	2	nan	mM	nan	nan	Escherichia coli	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Suc	0	nan	mM	7.8	303.2	Escherichia coli	R02164	C00042	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	306.2	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Fum	0.4	nan	mM	nan	nan	Escherichia coli	R02164	C00122	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
Michaelis constant	v16	Q	0	nan	mM	nan	nan	Escherichia coli	R02164	C00399	Brenda
concentration of enzyme	v38	nan	807	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00842	nan	yeastGFP
concentration of enzyme	v38	nan	8970	nan	molecules/cell	nan	nan	Saccharomyces cerevisiae	R00842	nan	yeastGFP
product catalytic rate constant	v38	nan	188	nan	1/s	nan	nan	Ceratitis capitata	R00842	C00111	Brenda
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
equilibrium constant	v38	nan	0	nan	nan	nan	nan	nan	R00842	nan	NIST
Michaelis constant	v38	NAD	0.5	nan	mM	nan	nan	Gallus gallus	R00842	C00003	Brenda
Michaelis constant	v38	G3P	2	nan	mM	nan	nan	Gallus gallus	R00842	C00093	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	nan	nan	Gallus gallus	R00842	C00004	Brenda
Michaelis constant	v38	DHAP	0.2	nan	mM	nan	nan	Gallus gallus	R00842	C00111	Brenda
Michaelis constant	v38	NAD	0.1	nan	mM	nan	nan	Oryctolagus cuniculus	R00842	C00003	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	nan	nan	Oryctolagus cuniculus	R00842	C00004	Brenda
Michaelis constant	v38	DHAP	0.2	nan	mM	nan	nan	Oryctolagus cuniculus	R00842	C00111	Brenda
Michaelis constant	v38	DHAP	0.3	nan	mM	nan	nan	Oryctolagus cuniculus	R00842	C00111	Brenda
Michaelis constant	v38	NAD	0	nan	mM	nan	nan	Oryctolagus cuniculus	R00842	C00003	Brenda
